"cod_person","var_nuevo","p606n","p606","dominio","p101","p105a","p105b","p110a1","p110c","p110c1","p1142","p1144","nbi1","nbi2","nbi3","nbi4","nbi5","p612n","p612a","codperso","p203","p207","p208a","p209","p300a","p301a","p301d","p301a0","p306","p313","p314d","p401h1","p401h2","p401h4","p401h5","p401h6","p501","p513t","p513a2","p524a1","p556t1","p558c"
"0193840021103","01938400211",3,2,1,1,2,0,1,2,0,1,1,0,0,0,0,0,7,0,"03",3,1,22,6,4,6,1,1,2,2,1,2,2,2,2,2,1,48,6,720,350,4
"0193841341103","01938413411",3,2,1,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"03",5,1,19,1,4,6,1,1,2,11,1,2,2,2,2,2,1,48,1,750,350,6
"0193841341104","01938413411",3,2,1,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"04",7,2,19,1,4,6,1,1,2,10,1,2,2,2,2,2,2,0,0,0,0,4
"0193850541102","01938505411",3,2,4,1,2,0,2,1,5,1,1,0,0,0,0,0,7,1,"02",5,1,21,6,4,9,2,0,2,6,1,2,2,2,2,2,1,48,1,480,350,4
"0193904221103","01939042211",3,2,1,1,2,0,2,2,0,1,0,1,0,0,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,9,1,2,2,2,2,2,1,24,0,120,350,6
"0193921201107","01939212011",3,2,1,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"07",3,2,20,5,4,6,1,1,2,10,2,2,2,2,2,2,1,50,5,0,1100,5
"0193921221103","01939212211",3,2,1,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,350,6
"0193941971101","01939419711",3,2,1,1,2,0,2,2,0,1,0,0,0,0,0,0,7,1,"01",1,2,22,1,4,8,1,0,2,1,1,2,2,2,2,2,1,21,2,0,0,5
"0193950241104","01939502411",3,2,1,1,2,0,2,2,0,1,0,0,0,1,0,0,7,0,"04",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,32,1,1429,0,6
"0193950891102","01939508911",3,2,1,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,0,1,0,1,2,2,2,2,2,1,8,9,0,150,4
"0193962621103","01939626211",3,2,1,1,2,0,1,1,2,1,0,1,0,0,0,0,7,0,"03",3,1,21,6,4,6,1,1,2,1,1,2,2,2,2,2,1,40,7,900,350,4
"0193971801103","01939718011",3,2,1,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,4,6,1,1,2,11,1,2,2,2,2,2,2,0,0,0,250,6
"0194001101102","01940011011",3,2,1,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",2,2,21,1,4,6,1,1,2,9,3,2,2,2,2,2,1,7,7,0,350,6
"0194052171102","01940521711",3,2,1,1,6,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,2,22,1,4,7,2,0,2,10,1,2,2,2,2,2,2,7,0,0,210,7
"0194073961104","01940739611",3,2,1,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"04",3,1,20,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,4
"0194073991103","01940739911",3,2,1,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,9,2,0,1,0,1,2,2,2,2,2,1,19,8,0,0,6
"0194101501103","01941015011",3,2,1,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,5
"0194120621103","01941206211",3,2,1,1,2,0,2,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,9,1,0,1,6,1,2,2,2,2,2,2,28,3,0,0,6
"0194150021105","01941500211",3,2,1,1,2,0,2,2,0,1,0,0,0,0,0,0,7,0,"05",3,1,20,1,4,6,1,1,2,1,1,2,2,2,2,2,1,32,1,240,0,4
"0194150941103","01941509411",3,2,1,1,2,0,2,1,1,1,1,0,0,0,0,0,7,1,"03",7,1,21,6,4,7,2,0,2,1,1,2,2,2,2,2,1,28,0,0,0,6
"0194151011102","01941510111",3,2,1,1,2,0,2,1,3,1,0,0,0,0,0,0,7,0,"02",3,1,21,6,4,7,1,0,1,0,1,2,2,2,2,2,1,24,1,120,0,6
"0194160521104","01941605211",3,2,1,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"04",3,2,21,6,4,9,2,0,1,0,1,2,2,2,2,2,1,30,5,500,650,6
"0194160551103","01941605511",3,2,1,1,6,0,1,1,6,1,1,0,0,0,0,0,7,0,"03",3,1,19,6,4,7,2,0,1,0,1,2,2,2,2,2,1,32,0,180,350,6
"0194160561104","01941605611",3,2,1,1,2,0,1,1,12,1,0,0,0,0,0,0,7,0,"04",4,1,19,1,4,6,1,1,2,1,1,2,2,2,2,2,1,42,2,300,350,6
"0194172871103","01941728711",3,2,1,1,2,0,1,1,13,1,1,0,0,0,0,0,7,0,"03",3,2,22,6,4,8,2,0,2,1,1,2,2,2,2,2,1,33,10,600,0,4
"0194172881106","01941728811",3,2,1,1,3,0,1,2,0,1,1,0,0,0,0,0,7,0,"06",3,2,22,2,4,8,1,0,2,10,1,2,2,2,2,2,2,5,3,0,0,4
"0194180161103","01941801611",3,2,1,1,2,0,1,1,8,1,0,1,1,1,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,2,1,2,2,2,2,2,1,24,5,180,210,4
"0194240561103","01942405611",3,2,4,1,2,0,2,1,24,1,1,0,0,1,0,0,7,1,"03",3,2,19,6,4,7,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0194260421102","01942604211",3,2,4,1,2,0,2,1,24,1,0,0,0,0,0,0,7,1,"02",3,2,21,6,4,7,1,0,2,6,1,2,2,2,2,2,1,35,1,500,350,5
"0194261351103","01942613511",3,2,4,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",7,2,22,6,4,6,1,1,2,7,1,2,2,2,2,2,1,7,0,0,470,6
"0194380241103","01943802411",3,2,6,1,2,0,1,1,6,1,1,0,0,0,0,0,7,0,"03",3,2,20,6,4,6,1,1,2,3,1,2,2,2,2,2,2,70,0,0,200,1
"0194380711103","01943807111",3,2,6,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,9,2,0,1,0,1,2,2,2,2,2,1,64,2,1200,350,6
"0194390111103","01943901111",3,2,6,3,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,2,22,6,4,9,2,0,1,0,1,2,2,2,2,2,2,24,0,0,0,8
"0194391311104","01943913111",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,0,"04",3,2,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,24,6,0,0,1
"0194400181103","01944001811",3,2,6,2,6,0,1,1,24,1,1,0,0,0,0,0,7,3,"03",3,2,19,6,4,6,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0194420411103","01944204111",3,2,6,1,2,0,1,1,1,1,0,0,0,0,0,0,7,0,"03",3,2,20,6,4,9,1,0,1,0,1,2,2,2,2,2,1,11,0,40,0,1
"0194420531102","01944205311",3,2,6,4,6,0,1,2,0,1,0,0,0,0,0,0,7,1,"02",3,1,19,6,4,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,0,1
"0194420871102","01944208711",3,2,6,3,2,0,1,1,1,1,1,0,0,0,0,0,7,2,"02",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,50,6
"0194440581103","01944405811",3,2,6,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,6,1,0,2,3,1,2,2,2,2,2,2,0,0,0,0,1
"0194550281102","01945502811",3,2,6,4,6,0,1,1,1,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,7,0,0,0,1
"0194550801101","01945508011",3,2,6,4,1,250,1,1,1,1,0,0,0,0,0,0,7,1,"01",1,1,19,6,4,6,1,1,2,3,1,2,2,2,2,2,1,18,1,110,50,1
"0194571441102","01945714411",3,2,6,3,2,0,1,1,2,1,1,0,0,0,0,0,7,1,"02",3,1,22,6,4,7,1,0,1,0,1,2,2,2,2,2,1,2,0,0,750,1
"0194580851103","01945808511",3,2,6,1,2,0,1,1,4,1,1,0,0,0,0,0,7,4,"03",3,1,19,6,4,9,1,0,1,0,1,2,2,2,2,2,2,6,3,0,0,2
"0194581251103","01945812511",3,2,6,4,1,150,1,1,1,1,1,0,1,0,0,0,7,1,"03",3,1,22,6,4,6,1,0,2,3,2,2,2,2,2,2,2,0,0,0,256,1
"0194581251104","01945812511",3,2,6,4,1,150,1,1,1,1,1,0,1,0,0,0,7,1,"04",3,1,20,6,4,6,1,1,2,3,1,2,2,2,2,2,1,21,0,320,350,6
"0194590371103","01945903711",3,2,6,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,2
"0194590801105","01945908011",3,2,6,4,6,0,1,1,4,1,0,0,0,0,0,0,7,0,"05",3,2,20,6,4,6,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1
"0194591211101","01945912111",3,2,6,4,1,120,1,1,5,1,0,0,0,0,0,0,7,0,"01",1,1,22,2,2,9,1,0,1,0,1,2,2,2,2,2,1,39,6,125,0,2
"0194600761103","01946007611",3,2,6,1,2,0,1,2,0,1,1,0,0,0,0,0,7,2,"03",3,2,21,6,2,9,1,0,2,3,1,2,2,2,2,2,2,0,0,0,920,2
"0194600761104","01946007611",3,2,6,1,2,0,1,2,0,1,1,0,0,0,0,0,7,2,"04",3,1,19,6,4,9,1,0,1,0,1,2,2,2,2,2,2,6,3,0,0,2
"0194601411102","01946014111",3,2,6,1,1,200,1,1,5,1,0,0,0,0,0,0,7,0,"02",3,1,20,6,4,6,1,1,2,2,NA,2,2,2,2,2,1,48,1,200,0,8
"0194610321103","01946103211",3,2,6,1,2,0,1,1,3,1,1,0,0,0,0,0,7,2,"03",3,2,21,6,4,9,1,0,2,6,1,2,2,2,2,2,1,2,4,125,0,1
"0194620971104","01946209711",3,2,6,1,2,0,1,2,0,1,1,0,0,0,0,0,7,1,"04",3,1,21,6,4,6,2,0,1,0,1,2,2,2,2,2,1,25,3,500,0,1
"0194621571102","01946215711",3,2,6,1,2,0,1,1,5,1,1,0,0,0,0,0,7,2,"02",3,2,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,7
"0194630601103","01946306011",3,2,6,1,2,0,1,1,3,1,0,0,0,0,0,0,7,0,"03",3,1,22,6,4,6,1,1,2,2,1,2,2,2,2,2,1,48,9,250,350,1
"0194650211101","01946502111",3,2,6,1,6,0,1,1,8,1,0,0,0,0,0,0,7,0,"01",1,1,22,6,2,7,1,0,2,1,1,2,2,2,2,2,1,48,1,50,350,2
"0194650761103","01946507611",3,2,6,1,1,500,1,1,5,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,2,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,300,2
"0194660261105","01946602611",3,2,6,1,2,0,1,1,4,1,1,0,0,0,0,0,7,0,"05",3,2,20,6,4,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,0,2
"0194660411103","01946604111",3,2,6,4,6,0,1,1,5,1,1,0,0,0,0,0,7,0,"03",3,2,22,6,4,6,1,1,2,1,1,2,2,2,2,2,1,22,1,80,350,1
"0194660411104","01946604111",3,2,6,4,6,0,1,1,5,1,1,0,0,0,0,0,7,0,"04",3,1,20,6,1,6,1,1,2,1,1,2,2,2,2,2,1,52,3,0,0,1
"0194660711103","01946607111",3,2,6,1,2,0,1,1,2,1,1,0,0,0,0,0,7,1,"03",3,2,21,6,2,6,1,1,2,3,1,2,2,2,2,2,2,18,0,140,0,2
"0194660971105","01946609711",3,2,6,1,2,0,1,1,6,1,1,0,0,0,0,0,7,0,"05",3,1,19,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,8
"0194670191103","01946701911",3,2,6,1,3,0,1,1,3,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,4,6,1,1,2,3,1,2,2,2,2,2,2,46,1,240,0,1
"0194670321105","01946703211",3,2,6,1,3,0,1,1,14,1,0,0,0,0,0,0,7,0,"05",3,2,21,6,4,8,1,0,2,2,1,2,2,2,2,2,2,0,0,0,0,1
"0194670471102","01946704711",3,2,6,1,2,0,1,2,0,1,0,0,0,0,0,0,7,0,"02",3,2,19,6,4,7,1,0,1,0,1,2,2,2,2,2,1,5,2,0,0,1
"0194670601102","01946706011",3,2,6,1,3,0,1,1,16,1,0,0,0,0,0,0,7,0,"02",3,1,19,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0194690061104","01946900611",3,2,6,1,2,0,1,1,4,1,1,0,0,0,0,0,7,1,"04",3,1,19,6,4,6,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1
"0194690271104","01946902711",3,2,6,4,2,0,2,2,0,1,1,0,0,0,0,0,7,0,"04",3,1,20,1,4,6,2,0,2,1,1,2,2,2,2,2,1,35,0,0,0,1
"0194700361103","01947003611",3,2,6,1,2,0,2,1,1,1,1,0,0,0,0,0,7,0,"03",3,2,19,6,4,7,2,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0194701101103","01947011011",3,2,6,1,6,0,2,1,1,1,0,0,0,0,1,0,7,1,"03",3,1,22,6,4,9,1,0,1,0,1,2,2,2,2,2,1,16,1,100,0,1
"0194740541103","01947405411",3,2,6,4,2,0,1,1,10,1,0,0,0,0,0,0,7,0,"03",3,1,22,6,4,6,1,1,2,1,1,2,2,2,2,2,1,38,3,75,350,6
"0194831221104","01948312211",3,2,6,1,6,0,1,1,9,1,1,0,0,0,0,0,7,0,"04",3,1,22,6,1,6,1,1,2,2,1,2,2,2,2,2,2,24,0,0,350,1
"0194840061103","01948400611",3,2,6,1,6,0,1,1,9,1,0,0,0,0,0,0,7,0,"03",3,2,19,6,4,8,2,0,2,3,1,2,2,2,2,2,1,40,6,300,0,5
"0194840541103","01948405411",3,2,6,1,1,30,1,1,4,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,2,6,1,1,2,1,1,2,2,2,2,2,1,48,1,180,0,2
"0194860131103","01948601311",3,2,6,1,2,0,1,1,3,1,0,0,0,0,0,0,7,0,"03",3,2,21,5,4,6,1,1,2,1,1,2,2,2,2,2,1,46,2,1050,0,1
"0194860491102","01948604911",3,2,6,1,2,0,1,1,2,1,0,0,0,0,0,0,7,0,"02",3,2,21,6,4,8,1,0,2,2,1,2,2,2,2,2,2,0,0,0,0,1
"0194860661102","01948606611",3,2,6,1,2,0,1,1,2,1,0,0,0,0,0,0,7,0,"02",3,1,21,6,4,7,1,0,1,0,1,2,2,2,2,2,1,52,1,1100,0,1
"0194871331104","01948713311",3,2,6,1,2,0,1,1,2,1,1,0,0,0,0,0,7,1,"04",7,1,20,6,1,6,1,0,1,0,2,2,2,2,2,2,2,0,0,0,270,1
"0194881141103","01948811411",3,2,6,1,2,0,1,1,3,1,0,0,0,0,0,0,7,1,"03",7,2,20,2,4,9,1,0,1,0,2,2,2,2,2,2,1,9,2,15,0,1
"0194881491102","01948814911",3,1,6,1,2,0,1,1,4,1,1,0,0,0,0,0,7,2,"02",3,2,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,11,0,0,1470,1
"0194890371104","01948903711",3,2,6,1,2,0,1,1,12,1,1,0,0,0,0,0,7,0,"04",3,1,20,6,4,6,1,1,2,3,1,2,2,2,2,2,2,0,0,0,0,6
"0194900061103","01949000611",3,2,6,1,2,0,1,1,1,1,0,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,1,0,1,0,1,2,2,2,2,2,2,45,1,0,0,2
"0194920251104","01949202511",3,2,6,1,2,0,1,1,1,1,0,0,0,0,0,0,7,0,"04",5,1,20,6,4,9,1,0,1,0,1,2,2,2,2,2,2,6,0,0,0,1
"0195060831102","01950608311",3,2,6,1,6,0,1,2,0,1,0,0,0,0,0,0,7,0,"02",3,2,20,6,4,6,1,0,1,0,1,2,2,2,2,2,1,28,3,400,0,1
"0195080341103","01950803411",3,2,6,1,2,0,2,1,18,1,1,0,0,0,0,0,7,1,"03",3,1,21,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,350,1
"0195080341104","01950803411",3,2,6,1,2,0,2,1,18,1,1,0,0,0,0,0,7,1,"04",3,2,19,6,1,7,1,0,2,1,1,2,2,2,2,2,1,40,1,900,350,1
"0195110151101","01951101511",3,2,6,4,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"01",1,1,21,6,1,7,1,0,1,0,1,2,2,2,2,2,2,7,1,0,550,1
"0195110931103","01951109311",3,2,6,4,2,0,1,1,24,1,1,0,1,0,0,0,7,1,"03",3,1,20,6,4,7,2,0,1,0,1,2,2,2,2,2,1,8,0,0,0,1
"0195120691104","01951206911",3,2,6,1,2,0,1,1,1,1,0,0,0,0,0,0,7,1,"04",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,6
"0195130561104","01951305611",3,2,6,1,2,0,1,1,5,1,1,0,0,0,0,0,7,1,"04",3,1,21,6,4,9,1,0,1,0,1,2,2,2,2,2,1,8,3,0,0,8
"0195140231104","01951402311",3,2,6,1,6,0,1,1,5,1,0,0,0,0,0,0,7,1,"04",3,1,22,6,4,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0195140391104","01951403911",3,2,6,1,2,0,1,1,24,1,1,0,0,0,0,0,7,1,"04",3,2,22,6,4,9,2,0,2,1,1,2,2,2,2,2,1,48,1,0,0,1
"0195180771104","01951807711",3,2,6,1,6,0,1,1,4,1,0,0,0,0,0,0,7,0,"04",3,1,22,6,4,9,2,0,2,1,1,2,2,2,2,2,1,60,2,700,0,1
"0195180771105","01951807711",3,2,6,1,6,0,1,1,4,1,0,0,0,0,0,0,7,0,"05",3,1,20,6,4,9,1,0,2,6,2,2,2,2,2,2,1,65,1,900,0,1
"0195190221103","01951902211",3,2,6,1,1,300,2,1,4,1,1,0,0,0,0,0,7,1,"03",3,2,21,6,4,9,1,0,1,0,1,2,2,2,2,2,1,20,1,0,0,6
"0195200131102","01952001311",3,2,6,1,2,0,1,1,1,1,0,0,0,0,0,0,7,0,"02",11,1,22,6,2,6,1,0,1,0,2,2,2,2,2,2,1,27,0,210,0,2
"0195200331101","01952003311",3,2,6,1,6,0,1,1,5,1,1,0,0,0,0,0,7,1,"01",1,1,21,1,2,8,1,0,2,2,1,2,2,2,2,2,1,36,3,1050,0,2
"0195211101104","01952111011",3,2,6,1,2,0,1,1,1,1,0,0,0,0,0,0,7,1,"04",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,16,1,0,0,1
"0195250181102","01952501811",3,2,6,1,2,0,1,1,7,1,1,0,0,0,0,0,7,1,"02",3,2,22,6,4,9,2,0,2,1,1,2,2,2,2,2,1,48,1,930,0,1
"0195250181103","01952501811",3,2,6,1,2,0,1,1,7,1,1,0,0,0,0,0,7,1,"03",3,2,20,6,4,9,2,0,2,1,1,2,2,2,2,2,1,48,0,1200,0,1
"0195260491104","01952604911",3,2,6,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"04",3,1,22,6,4,9,1,0,1,0,1,2,2,2,2,2,1,30,2,115,350,2
"0195260491105","01952604911",3,2,6,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"05",3,2,19,6,4,6,1,1,2,3,1,2,2,2,2,2,1,10,0,0,0,2
"0195270901104","01952709011",3,2,6,1,2,0,1,1,9,1,1,0,0,0,0,0,7,3,"04",3,2,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0195270901105","01952709011",3,2,6,1,2,0,1,1,9,1,1,0,0,0,0,0,7,3,"05",3,2,21,6,4,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0195300921104","01953009211",3,2,6,4,2,0,1,1,10,1,1,0,0,0,0,0,7,0,"04",5,1,19,6,2,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,2
"0195301061103","01953010611",3,2,6,4,6,0,1,1,4,1,0,0,0,0,0,0,7,1,"03",3,2,21,6,4,6,1,1,2,1,3,2,2,2,2,2,2,0,0,0,0,2
"0195330651107","01953306511",3,2,6,1,2,0,1,2,0,1,0,0,1,0,0,0,7,1,"07",3,2,21,1,4,7,2,0,1,0,1,2,2,2,2,2,1,24,0,0,0,2
"0195361231101","01953612311",3,2,6,1,6,0,2,1,3,1,0,0,0,0,0,0,7,0,"01",1,2,21,5,4,6,1,1,2,10,1,2,2,2,2,2,2,12,0,0,100,1
"0195381481103","01953814811",3,2,6,1,2,0,2,1,1,1,0,0,0,0,0,0,7,0,"03",3,1,21,6,2,6,1,0,1,0,1,2,2,2,2,2,1,8,1,0,0,2
"0195381481104","01953814811",3,2,6,1,2,0,2,1,1,1,0,0,0,0,0,0,7,0,"04",3,2,20,1,1,6,1,1,2,1,1,2,2,2,2,2,1,9,0,0,0,1
"0195402491102","01954024911",3,2,6,1,6,0,1,1,24,1,0,0,0,0,0,0,7,1,"02",2,2,19,1,2,6,1,1,2,1,2,2,2,2,2,2,1,21,0,0,0,2
"0195402561102","01954025611",3,2,6,1,6,0,1,1,24,1,0,0,0,0,0,0,7,0,"02",2,2,19,1,2,7,1,0,2,2,NA,2,2,2,2,2,2,27,0,0,350,2
"0195420781103","01954207811",3,2,6,1,2,0,2,1,14,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,4,6,1,1,2,1,1,2,2,2,2,2,1,16,1,70,0,1
"0195430911104","01954309111",3,2,6,1,2,0,2,1,3,1,0,0,0,0,0,0,7,1,"04",3,1,22,6,4,6,1,1,2,1,1,2,2,2,2,2,1,60,1,1000,0,2
"0195430911105","01954309111",3,2,6,1,2,0,2,1,3,1,0,0,0,0,0,0,7,1,"05",3,1,19,6,2,6,1,1,2,3,NA,2,2,2,2,2,2,0,0,0,292,2
"0195450041103","01954500411",3,2,6,1,2,0,2,1,7,1,0,0,0,0,0,0,7,1,"03",3,1,21,6,1,9,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0195580191105","01955801911",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"05",10,1,20,1,4,6,1,1,2,2,1,2,2,2,2,2,1,48,1,40,0,6
"0195580671102","01955806711",3,2,6,4,2,0,2,1,12,1,0,0,0,0,0,0,7,1,"02",2,2,20,1,1,6,1,1,2,1,3,2,2,2,2,2,2,0,0,0,0,1
"0195590141103","01955901411",3,2,6,1,2,0,2,1,5,1,1,0,0,0,0,0,7,0,"03",7,2,22,6,4,9,1,0,1,0,1,2,2,2,2,2,2,3,1,0,300,1
"0195590771103","01955907711",3,2,6,1,2,0,2,2,0,1,1,0,0,0,0,0,7,1,"03",3,1,20,6,4,9,2,0,1,0,1,2,2,2,2,2,2,6,0,0,300,6
"0195681311103","01956813111",3,2,6,1,6,0,1,2,0,1,0,0,0,0,0,0,7,0,"03",3,2,21,6,4,7,1,0,1,0,1,2,2,2,2,2,1,32,0,0,200,2
"0195681311104","01956813111",3,2,6,1,6,0,1,2,0,1,0,0,0,0,0,0,7,0,"04",3,2,19,6,4,7,1,0,1,0,1,2,2,2,2,2,1,52,0,0,0,2
"0195710291104","01957102911",3,2,6,1,2,0,2,1,24,1,1,0,1,1,0,0,7,2,"04",3,2,22,6,1,9,1,0,1,0,1,2,2,2,2,2,2,2,6,30,0,1
"0195710321103","01957103211",3,2,6,1,2,0,2,1,24,1,0,0,0,1,0,0,7,0,"03",3,2,21,6,1,6,1,1,2,1,NA,2,2,2,2,2,2,0,0,0,0,1
"0195861871102","01958618711",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,20,6,1,6,1,1,2,1,NA,2,2,2,2,2,2,0,0,0,0,1
"0195870211103","01958702111",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,1,"03",3,1,21,6,4,6,1,1,2,3,2,2,2,2,2,2,1,42,1,0,0,1
"0195870211104","01958702111",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,1,"04",3,2,19,6,4,6,1,1,2,3,1,2,2,2,2,2,2,54,1,20,0,1
"0195880911103","01958809111",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,2,"03",3,2,22,6,4,9,1,0,2,6,1,2,2,2,2,2,1,24,3,0,350,1
"0195891941103","01958919411",3,2,6,1,6,0,1,1,24,1,1,0,0,0,0,0,7,1,"03",3,1,19,6,4,9,1,0,2,6,1,2,2,2,2,2,1,48,1,560,350,2
"0195911951103","01959119511",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,1,19,6,2,6,1,1,2,3,2,2,2,2,2,2,2,32,6,120,350,2
"0195941981103","01959419811",3,2,6,1,2,0,1,2,0,1,1,0,1,0,0,0,7,1,"03",3,2,20,6,1,9,1,0,1,0,1,2,2,2,2,2,1,32,2,0,930,1
"0196000321102","01960003211",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,22,6,4,6,1,1,2,1,1,2,2,2,2,2,1,40,1,924,0,1
"0196000791104","01960007911",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,2,"04",3,1,21,6,1,6,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,1
"0196000791105","01960007911",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,2,"05",3,2,19,6,1,6,1,1,2,3,1,2,2,2,2,2,2,11,1,0,0,1
"0196000951104","01960009511",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"04",3,2,19,6,4,6,1,1,2,1,NA,2,2,2,2,2,1,54,4,600,0,1
"0196071601103","01960716011",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,19,6,4,6,1,1,2,1,1,2,2,2,2,2,2,16,0,0,0,1
"0196100911103","01961009111",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"03",3,2,20,6,2,6,1,1,2,2,3,2,2,2,2,2,2,24,7,0,0,2
"0196130821103","01961308211",3,2,6,1,2,0,2,1,4,1,1,0,0,0,0,0,7,1,"03",3,2,21,6,4,7,1,0,1,0,1,2,2,2,2,2,2,0,0,0,0,2
"0196131431104","01961314311",3,2,6,1,2,0,2,1,2,1,1,0,0,0,0,0,7,0,"04",5,1,19,6,2,6,1,1,2,1,1,2,2,2,2,2,1,24,1,120,0,2
"0196161981102","01961619811",3,2,6,1,2,0,2,1,24,1,0,0,0,0,0,0,7,0,"02",3,1,20,6,2,6,1,1,2,3,NA,2,2,2,2,2,2,0,0,0,350,2
"0196180341103","01961803411",3,2,6,1,2,0,1,1,3,1,0,0,0,0,0,0,7,0,"03",3,1,20,6,4,6,1,1,2,2,NA,2,2,2,2,2,1,60,2,270,0,2
"0196200621102","01962006211",3,2,7,1,6,0,2,1,24,1,0,1,0,0,0,0,7,0,"02",2,2,22,1,1,6,1,1,2,1,2,2,2,2,2,2,2,0,0,0,350,1
"0196250281103","01962502811",3,2,7,1,2,0,1,1,5,1,1,0,0,0,0,0,7,1,"03",3,2,19,6,4,9,2,0,2,6,1,2,2,2,2,2,2,0,0,0,0,4
"0196260671102","01962606711",3,2,7,1,2,0,1,1,6,1,1,0,0,0,0,0,7,1,"02",3,2,21,6,4,9,2,0,1,0,1,2,2,2,2,2,1,4,0,0,0,7
"0196270501104","01962705011",3,2,7,1,2,0,1,1,22,1,1,0,0,0,0,0,7,2,"04",3,1,19,6,4,9,2,0,1,0,1,2,2,2,2,2,1,16,1,90,0,6
